,season,league_name,team,goals,goals_against,points,matches,dif_goals,pos,goals_diff,tot_teams,position,quart,quartile,weighed_rating,points_per_match
482,2010/2011,Germany 1. Bundesliga,FC Schalke 04,38,44,40.0,34,-6,14,-6,18,14,0.7777777777777778,4.0,76.76881720430106,1.1764705882352942
483,2010/2011,Germany 1. Bundesliga,VfL Wolfsburg,43,48,38.0,34,-5,15,-5,18,15,0.8333333333333334,4.0,77.3850267379679,1.1176470588235294
484,2010/2011,Germany 1. Bundesliga,Borussia Mönchengladbach,48,65,36.0,34,-17,16,-17,18,16,0.8888888888888888,4.0,72.42780748663104,1.0588235294117647
485,2010/2011,Germany 1. Bundesliga,Eintracht Frankfurt,31,49,34.0,34,-18,17,-18,18,17,0.9444444444444444,4.0,72.79892761394102,1.0
486,2010/2011,Germany 1. Bundesliga,FC St. Pauli,35,68,29.0,34,-33,18,-33,18,18,1.0,4.0,69.28609625668449,0.8529411764705882
487,2011/2012,Germany 1. Bundesliga,Borussia Dortmund,80,25,81.0,34,55,1,55,18,1,0.05555555555555555,1.0,78.97326203208557,2.3823529411764706
488,2011/2012,Germany 1. Bundesliga,FC Bayern Munich,77,22,73.0,34,55,2,55,18,2,0.1111111111111111,1.0,82.47326203208556,2.1470588235294117
489,2011/2012,Germany 1. Bundesliga,FC Schalke 04,74,44,64.0,34,30,3,30,18,3,0.16666666666666666,1.0,76.06417112299465,1.8823529411764706
490,2011/2012,Germany 1. Bundesliga,Borussia Mönchengladbach,49,24,60.0,34,25,4,25,18,4,0.2222222222222222,1.0,73.84358288770055,1.7647058823529411
491,2011/2012,Germany 1. Bundesliga,Bayer 04 Leverkusen,52,44,54.0,34,8,5,8,18,5,0.2777777777777778,2.0,76.95855614973262,1.588235294117647
492,2011/2012,Germany 1. Bundesliga,VfB Stuttgart,63,46,53.0,34,17,6,17,18,6,0.3333333333333333,2.0,75.01871657754012,1.5588235294117647
493,2011/2012,Germany 1. Bundesliga,Hannover 96,41,45,48.0,34,-4,7,-4,18,7,0.3888888888888889,2.0,75.201871657754,1.411764705882353
494,2011/2012,Germany 1. Bundesliga,VfL Wolfsburg,47,60,44.0,34,-13,8,-13,18,8,0.4444444444444444,2.0,74.69919786096256,1.2941176470588236
495,2011/2012,Germany 1. Bundesliga,SV Werder Bremen,49,58,42.0,34,-9,9,-9,18,9,0.5,2.0,74.56951871657755,1.2352941176470589
496,2011/2012,Germany 1. Bundesliga,1. FC Nürnberg,38,49,42.0,34,-11,10,-11,18,10,0.5555555555555556,3.0,72.12165775401068,1.2352941176470589
497,2011/2012,Germany 1. Bundesliga,TSG 1899 Hoffenheim,41,47,41.0,34,-6,11,-6,18,11,0.6111111111111112,3.0,73.73930481283423,1.2058823529411764
498,2011/2012,Germany 1. Bundesliga,SC Freiburg,45,61,40.0,34,-16,12,-16,18,12,0.6666666666666666,3.0,70.24064171122994,1.1764705882352942
499,2011/2012,Germany 1. Bundesliga,1. FSV Mainz 05,47,51,39.0,34,-4,13,-4,18,13,0.7222222222222222,3.0,72.24064171122994,1.1470588235294117
500,2011/2012,Germany 1. Bundesliga,FC Augsburg,36,49,38.0,34,-13,14,-13,18,14,0.7777777777777778,4.0,69.19117647058823,1.1176470588235294
501,2011/2012,Germany 1. Bundesliga,Hamburger SV,35,57,36.0,34,-22,15,-22,18,15,0.8333333333333334,4.0,74.98930481283422,1.0588235294117647
502,2011/2012,Germany 1. Bundesliga,Hertha BSC Berlin,38,64,31.0,34,-26,16,-26,18,16,0.8888888888888888,4.0,72.5295698924731,0.9117647058823529
503,2011/2012,Germany 1. Bundesliga,1. FC Köln,39,75,30.0,34,-36,17,-36,18,17,0.9444444444444444,4.0,74.24331550802138,0.8823529411764706
504,2011/2012,Germany 1. Bundesliga,1. FC Kaiserslautern,24,54,23.0,34,-30,18,-30,18,18,1.0,4.0,70.44220430107528,0.6764705882352942
505,2012/2013,Germany 1. Bundesliga,FC Bayern Munich,98,18,91.0,34,80,1,80,18,1,0.05555555555555555,1.0,83.10957473898651,2.676470588235294
506,2012/2013,Germany 1. Bundesliga,Borussia Dortmund,81,42,66.0,34,39,2,39,18,2,0.1111111111111111,1.0,80.86492657669129,1.9411764705882353
507,2012/2013,Germany 1. Bundesliga,Bayer 04 Leverkusen,65,39,65.0,34,26,3,26,18,3,0.16666666666666666,1.0,77.61850649350649,1.911764705882353
508,2012/2013,Germany 1. Bundesliga,FC Schalke 04,58,50,55.0,34,8,4,8,18,4,0.2222222222222222,1.0,77.35909090909092,1.6176470588235294
509,2012/2013,Germany 1. Bundesliga,SC Freiburg,45,40,51.0,34,5,5,5,18,5,0.2777777777777778,2.0,73.19751082251082,1.5
510,2012/2013,Germany 1. Bundesliga,Eintracht Frankfurt,49,46,51.0,34,3,6,3,18,6,0.3333333333333333,2.0,74.00989304812833,1.5
511,2012/2013,Germany 1. Bundesliga,Hamburger SV,42,53,48.0,34,-11,7,-11,18,7,0.3888888888888889,2.0,75.70699431287667,1.411764705882353
512,2012/2013,Germany 1. Bundesliga,Borussia Mönchengladbach,45,49,47.0,34,-4,8,-4,18,8,0.4444444444444444,2.0,74.9196842373313,1.3823529411764706
513,2012/2013,Germany 1. Bundesliga,Hannover 96,60,62,45.0,34,-2,9,-2,18,9,0.5,2.0,74.9153743315508,1.3235294117647058
514,2012/2013,Germany 1. Bundesliga,1. FC Nürnberg,39,47,44.0,34,-8,10,-8,18,10,0.5555555555555556,3.0,73.35318309141836,1.2941176470588236
515,2012/2013,Germany 1. Bundesliga,VfL Wolfsburg,47,52,43.0,34,-5,11,-5,18,11,0.6111111111111112,3.0,76.33833078686021,1.2647058823529411
516,2012/2013,Germany 1. Bundesliga,VfB Stuttgart,37,55,43.0,34,-18,12,-18,18,12,0.6666666666666666,3.0,75.42063443834836,1.2647058823529411
517,2012/2013,Germany 1. Bundesliga,1. FSV Mainz 05,42,44,42.0,34,-2,13,-2,18,13,0.7222222222222222,3.0,73.05698370257194,1.2352941176470589
518,2012/2013,Germany 1. Bundesliga,SV Werder Bremen,50,66,34.0,34,-16,14,-16,18,14,0.7777777777777778,4.0,74.84074357015535,1.0
519,2012/2013,Germany 1. Bundesliga,FC Augsburg,33,51,33.0,34,-18,15,-18,18,15,0.8333333333333334,4.0,70.79291443850268,0.9705882352941176
520,2012/2013,Germany 1. Bundesliga,TSG 1899 Hoffenheim,42,67,31.0,34,-25,16,-25,18,16,0.8888888888888888,4.0,73.35196078431372,0.9117647058823529
521,2012/2013,Germany 1. Bundesliga,Fortuna Düsseldorf,39,57,30.0,34,-18,17,-18,18,17,0.9444444444444444,4.0,70.1704461536681,0.8823529411764706
522,2012/2013,Germany 1. Bundesliga,SpVgg Greuther Fürth,26,60,21.0,34,-34,18,-34,18,18,1.0,4.0,69.31778074866311,0.6176470588235294
523,2013/2014,Germany 1. Bundesliga,FC Bayern Munich,94,23,90.0,34,71,1,71,18,1,0.05555555555555555,1.0,83.3886586452763,2.6470588235294117
524,2013/2014,Germany 1. Bundesliga,Borussia Dortmund,80,38,71.0,34,42,2,42,18,2,0.1111111111111111,1.0,80.31325207769058,2.088235294117647
525,2013/2014,Germany 1. Bundesliga,FC Schalke 04,63,43,64.0,34,20,3,20,18,3,0.16666666666666666,1.0,75.82506382506384,1.8823529411764706
526,2013/2014,Germany 1. Bundesliga,Bayer 04 Leverkusen,60,41,61.0,34,19,4,19,18,4,0.2222222222222222,1.0,77.17291189202955,1.7941176470588236
527,2013/2014,Germany 1. Bundesliga,VfL Wolfsburg,63,50,60.0,34,13,5,13,18,5,0.2777777777777778,2.0,76.64124437653851,1.7647058823529411
528,2013/2014,Germany 1. Bundesliga,Borussia Mönchengladbach,59,43,55.0,34,16,6,16,18,6,0.3333333333333333,2.0,76.21616373822256,1.6176470588235294
529,2013/2014,Germany 1. Bundesliga,1. FSV Mainz 05,52,54,53.0,34,-2,7,-2,18,7,0.3888888888888889,2.0,72.57721926766045,1.5588235294117647
530,2013/2014,Germany 1. Bundesliga,FC Augsburg,47,47,52.0,34,0,8,0,18,8,0.4444444444444444,2.0,72.21351540616246,1.5294117647058822
531,2013/2014,Germany 1. Bundesliga,TSG 1899 Hoffenheim,72,70,44.0,34,2,9,2,18,9,0.5,2.0,73.32483505799013,1.2941176470588236
532,2013/2014,Germany 1. Bundesliga,Hannover 96,46,59,42.0,34,-13,10,-13,18,10,0.5555555555555556,3.0,74.01066856494664,1.2352941176470589
533,2013/2014,Germany 1. Bundesliga,Hertha BSC Berlin,40,48,41.0,34,-8,11,-8,18,11,0.6111111111111112,3.0,73.19124919198447,1.2058823529411764
534,2013/2014,Germany 1. Bundesliga,SV Werder Bremen,42,66,39.0,34,-24,12,-24,18,12,0.6666666666666666,3.0,73.47108383298222,1.1470588235294117
535,2013/2014,Germany 1. Bundesliga,Eintracht Frankfurt,40,57,36.0,34,-17,13,-17,18,13,0.7222222222222222,3.0,74.72772048213224,1.0588235294117647
536,2013/2014,Germany 1. Bundesliga,SC Freiburg,43,61,36.0,34,-18,14,-18,18,14,0.7777777777777778,4.0,72.03415917250064,1.0588235294117647
537,2013/2014,Germany 1. Bundesliga,VfB Stuttgart,49,62,32.0,34,-13,15,-13,18,15,0.8333333333333334,4.0,74.69470970206267,0.9411764705882353
538,2013/2014,Germany 1. Bundesliga,Hamburger SV,51,75,27.0,34,-24,16,-24,18,16,0.8888888888888888,4.0,74.27862804901574,0.7941176470588235
539,2013/2014,Germany 1. Bundesliga,1. FC Nürnberg,37,70,26.0,34,-33,17,-33,18,17,0.9444444444444444,4.0,72.5293104845244,0.7647058823529411
540,2013/2014,Germany 1. Bundesliga,Eintracht Braunschweig,29,60,25.0,34,-31,18,-31,18,18,1.0,4.0,69.55762032085563,0.7352941176470589
541,2014/2015,Germany 1. Bundesliga,FC Bayern Munich,80,18,79.0,34,62,1,62,18,1,0.05555555555555555,1.0,83.289141896428,2.323529411764706
542,2014/2015,Germany 1. Bundesliga,VfL Wolfsburg,72,38,69.0,34,34,2,34,18,2,0.1111111111111111,1.0,78.35196213471616,2.0294117647058822
543,2014/2015,Germany 1. Bundesliga,Borussia Mönchengladbach,53,26,66.0,34,27,3,27,18,3,0.16666666666666666,1.0,76.61761620732209,1.9411764705882353
544,2014/2015,Germany 1. Bundesliga,Bayer 04 Leverkusen,62,37,61.0,34,25,4,25,18,4,0.2222222222222222,1.0,76.89369201060377,1.7941176470588236
545,2014/2015,Germany 1. Bundesliga,FC Augsburg,43,43,49.0,34,0,5,0,18,5,0.2777777777777778,2.0,73.20201750121535,1.4411764705882353
546,2014/2015,Germany 1. Bundesliga,FC Schalke 04,42,40,48.0,34,2,6,2,18,6,0.3333333333333333,2.0,76.2156489455286,1.411764705882353
547,2014/2015,Germany 1. Bundesliga,Borussia Dortmund,47,42,46.0,34,5,7,5,18,7,0.3888888888888889,2.0,80.23583524318816,1.3529411764705883
548,2014/2015,Germany 1. Bundesliga,TSG 1899 Hoffenheim,49,55,44.0,34,-6,8,-6,18,8,0.4444444444444444,2.0,75.27429971988794,1.2941176470588236
549,2014/2015,Germany 1. Bundesliga,Eintracht Frankfurt,56,62,43.0,34,-6,9,-6,18,9,0.5,2.0,74.06249999999999,1.2647058823529411
550,2014/2015,Germany 1. Bundesliga,SV Werder Bremen,50,65,43.0,34,-15,10,-15,18,10,0.5555555555555556,3.0,72.07576095045424,1.2647058823529411
551,2014/2015,Germany 1. Bundesliga,1. FSV Mainz 05,45,47,40.0,34,-2,11,-2,18,11,0.6111111111111112,3.0,73.42840815601512,1.1764705882352942
552,2014/2015,Germany 1. Bundesliga,1. FC Köln,34,40,40.0,34,-6,12,-6,18,12,0.6666666666666666,3.0,71.96896485867073,1.1764705882352942
553,2014/2015,Germany 1. Bundesliga,Hannover 96,40,56,37.0,34,-16,13,-16,18,13,0.7222222222222222,3.0,73.6159090909091,1.088235294117647
554,2014/2015,Germany 1. Bundesliga,VfB Stuttgart,42,60,36.0,34,-18,14,-18,18,14,0.7777777777777778,4.0,73.11581996434938,1.0588235294117647
555,2014/2015,Germany 1. Bundesliga,Hertha BSC Berlin,36,52,35.0,34,-16,15,-16,18,15,0.8333333333333334,4.0,73.69978354978355,1.0294117647058822
556,2014/2015,Germany 1. Bundesliga,Hamburger SV,25,50,35.0,34,-25,16,-25,18,16,0.8888888888888888,4.0,74.41834415584415,1.0294117647058822
557,2014/2015,Germany 1. Bundesliga,SC Freiburg,36,47,34.0,34,-11,17,-11,18,17,0.9444444444444444,4.0,71.95047011811717,1.0
558,2014/2015,Germany 1. Bundesliga,SC Paderborn 07,31,65,31.0,34,-34,18,-34,18,18,1.0,4.0,68.49392029539088,0.9117647058823529
559,2015/2016,Germany 1. Bundesliga,FC Bayern Munich,80,17,88.0,34,63,1,63,18,1,0.05555555555555555,1.0,83.86448094389269,2.588235294117647
560,2015/2016,Germany 1. Bundesliga,Borussia Dortmund,82,34,78.0,34,48,2,48,18,2,0.1111111111111111,1.0,80.39032372855904,2.2941176470588234
561,2015/2016,Germany 1. Bundesliga,Bayer 04 Leverkusen,56,40,60.0,34,16,3,16,18,3,0.16666666666666666,1.0,77.71693404634581,1.7647058823529411
562,2015/2016,Germany 1. Bundesliga,Borussia Mönchengladbach,67,50,55.0,34,17,4,17,18,4,0.2222222222222222,1.0,76.12953301155171,1.6176470588235294
563,2015/2016,Germany 1. Bundesliga,FC Schalke 04,51,49,52.0,34,2,5,2,18,5,0.2777777777777778,2.0,77.50273529116718,1.5294117647058822
564,2015/2016,Germany 1. Bundesliga,1. FSV Mainz 05,46,42,50.0,34,4,6,4,18,6,0.3333333333333333,2.0,74.35328707240473,1.4705882352941178
565,2015/2016,Germany 1. Bundesliga,Hertha BSC Berlin,42,42,50.0,34,0,7,0,18,7,0.3888888888888889,2.0,74.70042044728577,1.4705882352941178
566,2015/2016,Germany 1. Bundesliga,VfL Wolfsburg,47,49,45.0,34,-2,8,-2,18,8,0.4444444444444444,2.0,79.33887191240134,1.3235294117647058
567,2015/2016,Germany 1. Bundesliga,1. FC Köln,38,42,43.0,34,-4,9,-4,18,9,0.5,2.0,75.01453804662358,1.2647058823529411
568,2015/2016,Germany 1. Bundesliga,Hamburger SV,40,46,41.0,34,-6,10,-6,18,10,0.5555555555555556,3.0,74.52202699261522,1.2058823529411764
569,2015/2016,Germany 1. Bundesliga,FC Ingolstadt 04,33,42,40.0,34,-9,11,-9,18,11,0.6111111111111112,3.0,71.27746371275781,1.1764705882352942
570,2015/2016,Germany 1. Bundesliga,FC Augsburg,42,52,38.0,34,-10,12,-10,18,12,0.6666666666666666,3.0,74.32633689839574,1.1176470588235294
571,2015/2016,Germany 1. Bundesliga,SV Werder Bremen,50,65,38.0,34,-15,13,-15,18,13,0.7222222222222222,3.0,73.69897731131017,1.1176470588235294
572,2015/2016,Germany 1. Bundesliga,SV Darmstadt 98,38,53,38.0,34,-15,14,-15,18,14,0.7777777777777778,4.0,71.47228849581792,1.1176470588235294
573,2015/2016,Germany 1. Bundesliga,TSG 1899 Hoffenheim,39,54,37.0,34,-15,15,-15,18,15,0.8333333333333334,4.0,75.1869620575503,1.088235294117647
574,2015/2016,Germany 1. Bundesliga,Eintracht Frankfurt,34,52,36.0,34,-18,16,-18,18,16,0.8888888888888888,4.0,74.50980392156862,1.0588235294117647
575,2015/2016,Germany 1. Bundesliga,VfB Stuttgart,50,75,33.0,34,-25,17,-25,18,17,0.9444444444444444,4.0,74.96444486885663,0.9705882352941176
576,2015/2016,Germany 1. Bundesliga,Hannover 96,31,62,25.0,34,-31,18,-31,18,18,1.0,4.0,73.43572701807997,0.7352941176470589
577,2008/2009,Italy Serie A,Inter,70,32,84.0,38,38,1,38,20,1,0.05,1.0,82.90510948905109,2.210526315789474
578,2008/2009,Italy Serie A,Milan,70,35,74.0,38,35,2,35,20,2,0.1,1.0,81.2879518072289,1.9473684210526316
579,2008/2009,Italy Serie A,Juventus,69,37,74.0,38,32,3,32,20,3,0.15,1.0,81.05980861244018,1.9473684210526316
580,2008/2009,Italy Serie A,Genoa,56,39,68.0,38,17,4,17,20,4,0.2,1.0,75.35888077858881,1.7894736842105263
581,2008/2009,Italy Serie A,Fiorentina,53,38,68.0,38,15,5,15,20,5,0.25,1.0,79.8433014354067,1.7894736842105263
582,2008/2009,Italy Serie A,Roma,64,61,63.0,38,3,6,3,20,6,0.3,2.0,80.58088235294117,1.6578947368421053
583,2008/2009,Italy Serie A,Udinese,61,50,58.0,38,11,7,11,20,7,0.35,2.0,76.35885167464114,1.5263157894736843
584,2008/2009,Italy Serie A,Palermo,57,50,57.0,38,7,8,7,20,8,0.4,2.0,74.80370370370369,1.5
585,2008/2009,Italy Serie A,Cagliari,49,50,53.0,38,-1,9,-1,20,9,0.45,2.0,73.64832535885168,1.394736842105263
586,2008/2009,Italy Serie A,Lazio,46,55,50.0,38,-9,10,-9,20,10,0.5,2.0,75.5317848410758,1.3157894736842106
587,2008/2009,Italy Serie A,Atalanta,45,48,47.0,38,-3,11,-3,20,11,0.55,3.0,73.30215827338131,1.236842105263158
588,2008/2009,Italy Serie A,Napoli,43,45,46.0,38,-2,12,-2,20,12,0.6,3.0,74.97368421052633,1.2105263157894737
589,2008/2009,Italy Serie A,Sampdoria,49,52,46.0,38,-3,13,-3,20,13,0.65,3.0,76.52392344497606,1.2105263157894737
590,2008/2009,Italy Serie A,Siena,33,44,44.0,38,-11,14,-11,20,14,0.7,3.0,72.1842105263158,1.1578947368421053
591,2008/2009,Italy Serie A,Catania,41,51,43.0,38,-10,15,-10,20,15,0.75,3.0,72.77349397590362,1.131578947368421
592,2008/2009,Italy Serie A,Chievo Verona,35,49,38.0,38,-14,16,-14,20,16,0.8,4.0,72.11678832116789,1.0
593,2008/2009,Italy Serie A,Bologna,43,62,37.0,38,-19,17,-19,20,17,0.85,4.0,69.70893719806763,0.9736842105263158
594,2008/2009,Italy Serie A,Torino,37,61,34.0,38,-24,18,-24,20,18,0.9,4.0,72.00366748166257,0.8947368421052632
595,2008/2009,Italy Serie A,Reggio Calabria,30,62,31.0,38,-32,19,-32,20,19,0.95,4.0,68.7267156862745,0.8157894736842105
596,2008/2009,Italy Serie A,Lecce,37,67,30.0,38,-30,20,-30,20,20,1.0,4.0,69.82014388489209,0.7894736842105263
597,2009/2010,Italy Serie A,Inter,75,34,82.0,38,41,1,41,20,1,0.05,1.0,83.82535885167464,2.1578947368421053
598,2009/2010,Italy Serie A,Roma,68,41,80.0,38,27,2,27,20,2,0.1,1.0,79.53237410071942,2.1052631578947367
599,2009/2010,Italy Serie A,Milan,60,39,70.0,38,21,3,21,20,3,0.15,1.0,80.33133971291866,1.8421052631578947
600,2009/2010,Italy Serie A,Sampdoria,49,41,67.0,38,8,4,8,20,4,0.2,1.0,76.22009569377992,1.763157894736842
601,2009/2010,Italy Serie A,Palermo,59,47,65.0,38,12,5,12,20,5,0.25,1.0,75.60401002506265,1.7105263157894737
602,2009/2010,Italy Serie A,Napoli,50,43,59.0,38,7,6,7,20,6,0.3,2.0,76.36004784688996,1.5526315789473684
603,2009/2010,Italy Serie A,Juventus,55,56,55.0,38,-1,7,-1,20,7,0.35,2.0,80.8468899521531,1.4473684210526316
604,2009/2010,Italy Serie A,Parma,46,51,52.0,38,-5,8,-5,20,8,0.4,2.0,72.84908136482939,1.368421052631579
605,2009/2010,Italy Serie A,Genoa,57,61,51.0,38,-4,9,-4,20,9,0.45,2.0,76.06265984654729,1.3421052631578947
606,2009/2010,Italy Serie A,Bari,49,49,50.0,38,0,10,0,20,10,0.5,2.0,70.43421052631578,1.3157894736842106
607,2009/2010,Italy Serie A,Fiorentina,48,47,47.0,38,1,11,1,20,11,0.55,3.0,78.57655502392343,1.236842105263158
608,2009/2010,Italy Serie A,Lazio,39,43,46.0,38,-4,12,-4,20,12,0.6,3.0,75.95173267326732,1.2105263157894737
609,2009/2010,Italy Serie A,Catania,44,45,45.0,38,-1,13,-1,20,13,0.65,3.0,74.11363636363637,1.1842105263157894
610,2009/2010,Italy Serie A,Cagliari,56,58,44.0,38,-2,14,-2,20,14,0.7,3.0,74.52392344497608,1.1578947368421053
611,2009/2010,Italy Serie A,Udinese,54,59,44.0,38,-5,15,-5,20,15,0.75,3.0,77.20813397129187,1.1578947368421053
612,2009/2010,Italy Serie A,Chievo Verona,37,42,44.0,38,-5,16,-5,20,16,0.8,4.0,72.19484240687679,1.1578947368421053
613,2009/2010,Italy Serie A,Bologna,42,55,42.0,38,-13,17,-13,20,17,0.85,4.0,70.625,1.105263157894737
614,2009/2010,Italy Serie A,Atalanta,37,53,35.0,38,-16,18,-16,20,18,0.9,4.0,73.6030534351145,0.9210526315789473
615,2009/2010,Italy Serie A,Siena,40,67,31.0,38,-27,19,-27,20,19,0.95,4.0,70.79468599033815,0.8157894736842105
616,2009/2010,Italy Serie A,Livorno,27,61,29.0,38,-34,20,-34,20,20,1.0,4.0,70.58052884615384,0.7631578947368421
617,2010/2011,Italy Serie A,Milan,65,24,82.0,38,41,1,41,20,1,0.05,1.0,79.90071770334929,2.1578947368421053
618,2010/2011,Italy Serie A,Inter,69,42,76.0,38,27,2,27,20,2,0.1,1.0,81.75478468899522,2.0
619,2010/2011,Italy Serie A,Napoli,59,39,70.0,38,20,3,20,20,3,0.15,1.0,77.59808612440193,1.8421052631578947
620,2010/2011,Italy Serie A,Udinese,65,43,66.0,38,22,4,22,20,4,0.2,1.0,75.5921052631579,1.736842105263158
621,2010/2011,Italy Serie A,Lazio,55,39,66.0,38,16,5,16,20,5,0.25,1.0,76.22182254196642,1.736842105263158
622,2010/2011,Italy Serie A,Roma,59,52,63.0,38,7,6,7,20,6,0.3,2.0,79.02392344497608,1.6578947368421053
623,2010/2011,Italy Serie A,Juventus,57,47,58.0,38,10,7,10,20,7,0.35,2.0,78.93899521531102,1.5263157894736843
624,2010/2011,Italy Serie A,Palermo,58,63,56.0,38,-5,8,-5,20,8,0.4,2.0,75.83014354066984,1.4736842105263157
625,2010/2011,Italy Serie A,Fiorentina,49,44,51.0,38,5,9,5,20,9,0.45,2.0,76.29186602870813,1.3421052631578947
626,2010/2011,Italy Serie A,Genoa,45,47,51.0,38,-2,10,-2,20,10,0.5,2.0,75.93301435406697,1.3421052631578947
627,2010/2011,Italy Serie A,Chievo Verona,38,40,46.0,38,-2,11,-2,20,11,0.55,3.0,72.72129186602871,1.2105263157894737
628,2010/2011,Italy Serie A,Parma,39,47,46.0,38,-8,12,-8,20,12,0.6,3.0,73.9766009852217,1.2105263157894737
629,2010/2011,Italy Serie A,Catania,40,52,46.0,38,-12,13,-12,20,13,0.65,3.0,72.62081339712917,1.2105263157894737
630,2010/2011,Italy Serie A,Cagliari,44,51,45.0,38,-7,14,-7,20,14,0.7,3.0,72.84928229665073,1.1842105263157894
631,2010/2011,Italy Serie A,Bologna,35,52,45.0,38,-17,15,-17,20,15,0.75,3.0,71.33851674641147,1.1842105263157894
632,2010/2011,Italy Serie A,Cesena,38,50,43.0,38,-12,16,-12,20,16,0.8,4.0,70.40191387559808,1.131578947368421
633,2010/2011,Italy Serie A,Lecce,46,66,41.0,38,-20,17,-20,20,17,0.85,4.0,69.07296650717704,1.0789473684210527
634,2010/2011,Italy Serie A,Sampdoria,33,49,36.0,38,-16,18,-16,20,18,0.9,4.0,75.82416267942584,0.9473684210526315
635,2010/2011,Italy Serie A,Brescia,34,52,32.0,38,-18,19,-18,20,19,0.95,4.0,69.28644501278771,0.8421052631578947
636,2010/2011,Italy Serie A,Bari,27,56,24.0,38,-29,20,-29,20,20,1.0,4.0,71.12620192307692,0.631578947368421
637,2011/2012,Italy Serie A,Juventus,64,19,79.0,35,45,1,45,20,1,0.05,1.0,81.01298701298701,2.257142857142857
638,2011/2012,Italy Serie A,Milan,72,33,77.0,37,39,2,39,20,2,0.1,1.0,80.74197530864197,2.081081081081081
639,2011/2012,Italy Serie A,Udinese,52,34,63.0,36,18,3,18,20,3,0.15,1.0,76.90909090909093,1.75
640,2011/2012,Italy Serie A,Napoli,64,41,60.0,36,23,4,23,20,4,0.2,1.0,79.55176767676768,1.6666666666666667
641,2011/2012,Italy Serie A,Lazio,53,43,59.0,36,10,5,10,20,5,0.25,1.0,77.42803030303031,1.6388888888888888
642,2011/2012,Italy Serie A,Inter,56,53,57.0,37,3,6,3,20,6,0.3,2.0,81.55773955773957,1.5405405405405406
643,2011/2012,Italy Serie A,Roma,59,52,56.0,37,7,7,7,20,7,0.35,2.0,77.26167076167074,1.5135135135135136
644,2011/2012,Italy Serie A,Parma,51,50,54.0,36,1,8,1,20,8,0.4,2.0,74.44303797468353,1.5
645,2011/2012,Italy Serie A,Atalanta,40,40,50.0,35,0,9,0,20,9,0.45,2.0,73.12467532467532,1.4285714285714286
646,2011/2012,Italy Serie A,Chievo Verona,33,44,46.0,37,-11,10,-11,20,10,0.5,2.0,73.16830466830466,1.2432432432432432
647,2011/2012,Italy Serie A,Bologna,36,41,44.0,35,-5,11,-5,20,11,0.55,3.0,73.06363636363636,1.2571428571428571
648,2011/2012,Italy Serie A,Palermo,52,62,43.0,38,-10,12,-10,20,12,0.6,3.0,74.84928229665071,1.131578947368421
649,2011/2012,Italy Serie A,Catania,42,48,42.0,34,-6,13,-6,20,13,0.65,3.0,73.24064171122994,1.2352941176470589
650,2011/2012,Italy Serie A,Fiorentina,32,38,42.0,34,-6,14,-6,20,14,0.7,3.0,75.98517520215633,1.2352941176470589
651,2011/2012,Italy Serie A,Cagliari,35,43,40.0,36,-8,15,-8,20,15,0.75,3.0,74.72979797979797,1.1111111111111112
652,2011/2012,Italy Serie A,Genoa,48,67,40.0,36,-19,16,-19,20,16,0.8,4.0,76.51790281329924,1.1111111111111112
653,2011/2012,Italy Serie A,Siena,40,45,38.0,36,-5,17,-5,20,17,0.85,4.0,69.74494949494948,1.0555555555555556
654,2011/2012,Italy Serie A,Lecce,38,52,34.0,35,-14,18,-14,20,18,0.9,4.0,70.4350649350649,0.9714285714285714
655,2011/2012,Italy Serie A,Novara,34,64,29.0,36,-30,19,-30,20,19,0.95,4.0,68.1610824742268,0.8055555555555556
656,2011/2012,Italy Serie A,Cesena,24,56,20.0,34,-32,20,-32,20,20,1.0,4.0,71.75421348314607,0.5882352941176471
657,2012/2013,Italy Serie A,Juventus,71,24,87.0,38,47,1,47,20,1,0.05,1.0,82.1168204602415,2.289473684210526
658,2012/2013,Italy Serie A,Napoli,73,36,78.0,38,37,2,37,20,2,0.1,1.0,80.22399179767602,2.0526315789473686
659,2012/2013,Italy Serie A,Milan,67,39,72.0,38,28,3,28,20,3,0.15,1.0,79.67989861016174,1.894736842105263
660,2012/2013,Italy Serie A,Fiorentina,72,44,70.0,38,28,4,28,20,4,0.2,1.0,77.85811973114605,1.8421052631578947
661,2012/2013,Italy Serie A,Udinese,59,45,66.0,38,14,5,14,20,5,0.25,1.0,75.90485019366601,1.736842105263158
662,2012/2013,Italy Serie A,Roma,71,56,62.0,38,15,6,15,20,6,0.3,2.0,76.8495670995671,1.631578947368421
663,2012/2013,Italy Serie A,Lazio,51,42,61.0,38,9,7,9,20,7,0.35,2.0,79.40467266651477,1.605263157894737
664,2012/2013,Italy Serie A,Catania,50,46,56.0,38,4,8,4,20,8,0.4,2.0,75.53740031897927,1.4736842105263157
665,2012/2013,Italy Serie A,Inter,55,57,54.0,38,-2,9,-2,20,9,0.45,2.0,79.62920369104579,1.4210526315789473
666,2012/2013,Italy Serie A,Parma,45,46,49.0,38,-1,10,-1,20,10,0.5,2.0,74.50825358851674,1.2894736842105263
667,2012/2013,Italy Serie A,Cagliari,43,55,47.0,38,-12,11,-12,20,11,0.55,3.0,74.77460127591705,1.236842105263158
668,2012/2013,Italy Serie A,Chievo Verona,37,52,45.0,38,-15,12,-15,20,12,0.6,3.0,74.1796536796537,1.1842105263157894
